eventid,time,latitude,longitude,country,depth,magnitude
usp000ftcb,1196102686810,46.465,152.316,Kuril Islands,85.5,5.0
usp000ftc6,1196098900600,15.28,-93.363,"28 km SW of La Esperanza (El Zapotal), Mexico",87.2,5.7
usp000ftbu,1196089422100,1.091,97.103,"152 km SSW of Singkil, Indonesia",35.0,5.0
usp000ftbs,1196085099800,37.392,141.586,"52 km E of Namie, Japan",42.4,5.9
usp000ftbp,1196075028580,-2.255,100.462,"105 km WSW of Sungai Penuh, Indonesia",35.0,5.0
usp000ftbe,1196064894380,-8.214,118.694,"27 km N of Bima, Indonesia",35.0,5.3
usp000ftba,1196059446100,0.268,96.974,"240 km SSW of Singkil, Indonesia",36.8,5.0
usp000ftb7,1196057696200,-22.533,-70.309,"50 km SSW of Tocopilla, Chile",34.7,5.0
usp000ftav,1196044317680,-8.246,118.607,"27 km NNW of Bima, Indonesia",32.8,5.4
usp000ftat,1196043835750,-32.063,-178.102,south of the Kermadec Islands,35.0,5.0
usp000ftaf,1196035810200,-35.451,-104.973,southeast of Easter Island,10.0,5.2
usp000ftaa,1196031033650,-16.478,-172.647,"135 km ESE of Hihifo, Tonga",35.0,5.2
usp000fta0,1196025994330,54.441,159.319,"53 km ESE of Mil’kovo, Russia",35.0,5.2
usp000ft9r,1196022505420,-16.333,-172.869,"107 km ESE of Hihifo, Tonga",35.0,5.1
usp000ft9p,1196020385470,-8.224,118.467,"34 km N of Dompu, Indonesia",18.0,6.5
usp000ft9g,1196012498040,-2.238,100.413,"110 km W of Sungai Penuh, Indonesia",35.0,6.0
usp000ft98,1196006535750,-8.292,118.37,"28 km NNW of Dompu, Indonesia",20.0,6.5
usp000ft94,1195998827380,29.652,69.524,"27 km S of Barkhan, Pakistan",35.0,5.1
usp000ft85,1195959117220,-2.808,101.162,"86 km SSW of Sungai Penuh, Indonesia",55.9,5.9
usp000ft80,1195949490060,-16.116,-172.621,"127 km E of Hihifo, Tonga",10.0,5.6
usp000ft7v,1195943000530,10.393,-85.533,"6 km ESE of Belén, Costa Rica",34.2,5.0
usp000ft7p,1195935305700,-45.802,96.017,southeast Indian Ridge,10.0,5.1
usp000ft76,1195912120020,-3.942,152.114,"29 km N of Rabaul, Papua New Guinea",55.3,5.3
usp000ft6z,1195901168550,-56.664,157.941,Macquarie Island region,10.0,5.3
usp000ft6w,1195898642210,-2.022,128.01,"177 km NW of Amahai, Indonesia",35.0,5.2
usp000ft6k,1195880526800,-23.77,-69.012,"126 km SW of San Pedro de Atacama, Chile",92.1,5.6
usp000ft5j,1195845527400,-53.27,9.426,southwest of Africa,10.0,5.5
usp000ft5f,1195840365610,-4.244,123.492,"112 km ESE of Kendari, Indonesia",10.0,5.0
usp000ft54,1195821530520,-17.922,-174.83,"120 km NW of Neiafu, Tonga",35.0,5.3
usp000ft53,1195821454980,-17.85,-174.768,"121 km NW of Neiafu, Tonga",35.0,5.6
usp000ft52,1195820572250,-17.924,-174.683,"109 km NW of Neiafu, Tonga",35.0,5.5
usp000ft42,1195781207440,-4.63,151.869,"54 km SW of Kokopo, Papua New Guinea",150.3,5.9
usp000ft3u,1195772532960,4.743,95.06,"93 km SSW of Banda Aceh, Indonesia",49.3,5.8
usp000ft3j,1195763420210,-19.161,168.75,"69 km NW of Isangel, Vanuatu",40.1,5.1
usp000ft33,1195748649480,-15.074,66.878,Mid-Indian Ridge,10.0,5.0
usp000ft2m,1195727936590,51.172,-179.796,"232 km WSW of Adak, Alaska",46.7,5.4
usp000ft2k,1195721307530,-5.757,147.098,"107 km N of Lae, Papua New Guinea",53.0,6.8
usp000ft28,1195703090700,26.87,54.69,"39 km NNW of Bandar-e Lengeh, Iran",14.8,5.3
usp000ft1w,1195677005270,1.529,126.364,"139 km NW of Ternate, Indonesia",50.2,5.2
usp000ft1h,1195663536570,-62.637,-158.32,Pacific-Antarctic Ridge,10.0,5.4
usp000ft1c,1195655995980,2.469,127.86,"83 km NNW of Tobelo, Indonesia",76.6,5.0
usp000ft16,1195649705600,-24.81,-68.472,"175 km NW of Antofagasta de la Sierra, Argentina",115.4,5.8
usp000ft0y,1195638378220,-49.536,125.955,western Indian-Antarctic Ridge,10.0,5.3
usp000ft0v,1195632552460,-33.09,-179.191,south of the Kermadec Islands,43.4,5.3
usp000ft0t,1195631722470,-22.821,-70.595,"90 km SSW of Tocopilla, Chile",46.6,5.0
usp000ft0q,1195627709680,-21.109,-179.222,Fiji region,607.8,5.1
usp000ft02,1195605475130,13.359,-44.831,northern Mid-Atlantic Ridge,10.0,5.0
usp000ft00,1195602775500,-17.824,-173.225,"121 km NE of Neiafu, Tonga",35.0,5.7
usp000fszw,1195599568620,-4.329,101.263,"125 km WSW of Bengkulu, Indonesia",35.0,5.4
usp000fszp,1195592128520,-23.209,-70.648,"55 km NNW of Antofagasta, Chile",23.4,5.0
usp000fszg,1195581351530,-22.917,-70.483,"81 km N of Antofagasta, Chile",15.0,6.1
usp000fsze,1195577068850,-23.147,-70.392,"55 km N of Antofagasta, Chile",15.9,5.4
usp000fsz9,1195572746260,-29.91,-177.554,"Kermadec Islands, New Zealand",6.8,5.2
usp000fsz8,1195572504890,-29.987,-177.942,"Kermadec Islands, New Zealand",32.0,5.9
usp000fsyv,1195563179030,-6.907,155.672,"68 km SSE of Panguna, Papua New Guinea",52.6,6.0
usp000fsys,1195559191390,32.665,140.669,"267 km SSE of Tateyama, Japan",70.0,5.0
usp000fsy9,1195534576500,-22.812,-70.681,"93 km SSW of Tocopilla, Chile",31.0,5.0
usp000fsxq,1195519869600,-23.085,-70.066,"71 km NNE of Antofagasta, Chile",35.0,5.1
usp000fsxh,1195515028900,-22.791,-70.769,"97 km SW of Tocopilla, Chile",29.9,5.9
usp000fsxd,1195512182950,43.637,-127.474,"254 km WNW of Bandon, Oregon",10.0,5.0
usp000fsx6,1195504368800,43.542,-127.414,"248 km W of Bandon, Oregon",10.0,5.8
usp000fsx5,1195503667770,-22.904,-70.602,"85 km NNW of Antofagasta, Chile",13.1,5.3
usp000fswy,1195496362300,-22.882,-70.555,"86 km N of Antofagasta, Chile",31.1,5.0
usp000fswx,1195494548670,27.581,141.532,"Bonin Islands, Japan region",76.4,5.1
usp000fswp,1195485603700,-21.968,173.486,Vanuatu region,10.0,6.0
usp000fsvt,1195440842730,43.227,147.66,"98 km SE of Shikotan, Russia",44.0,5.0
usp000fsvq,1195433532510,-21.185,-178.752,Fiji region,558.3,6.3
usp000fsv6,1195411607590,-0.881,100.694,"9 km SSE of Solok, Indonesia",107.4,5.0
usp000fsv0,1195399494200,-22.777,-70.651,"89 km SSW of Tocopilla, Chile",19.7,5.2
usp000fsuy,1195396977450,-55.071,-129.684,Pacific-Antarctic Ridge,10.0,5.4
usp000fsun,1195388140730,-23.104,-70.55,"62 km NNW of Antofagasta, Chile",33.0,5.7
usp000fsu3,1195369361670,-18.625,-69.58,"77 km ESE of Arica, Chile",97.2,5.3
usp000fsu0,1195364412040,-22.643,-66.323,"Jujuy, Argentina",246.4,6.0
usp000fstk,1195345920060,-21.852,-176.552,"158 km WSW of Haveluloto, Tonga",173.5,5.1
usp000fst8,1195337849700,-23.146,-70.799,"69 km NW of Antofagasta, Chile",29.5,5.1
usp000fsss,1195323192590,-23.151,-70.624,"60 km NNW of Antofagasta, Chile",7.2,5.2
usp000fssq,1195322072770,-23.059,-70.598,"68 km NNW of Antofagasta, Chile",14.7,5.9
usp000fssn,1195319803080,52.684,159.478,"68 km SE of Petropavlovsk-Kamchatsky, Russia",25.7,5.0
usp000fssc,1195311756170,5.93,126.849,"88 km ESE of Pondaguitan, Philippines",80.2,5.4
usp000fss0,1195288939780,-1.193,-13.162,north of Ascension Island,10.0,5.2
usp000fsrh,1195268852500,-23.045,-70.287,"68 km N of Antofagasta, Chile",34.5,5.5
usp000fsr1,1195248206110,2.625,94.492,"210 km W of Sinabang, Indonesia",27.1,5.1
usp000fsq9,1195223647400,-23.384,-70.572,"34 km NNW of Antofagasta, Chile",44.5,5.2
usp000fsq5,1195220385280,-51.906,161.195,north of Macquarie Island,10.0,5.1
usp000fspn,1195204103000,37.021,29.257,"25 km W of Alt?nyayla, Turkey",5.3,5.1
usp000fspj,1195202559000,-22.84,-70.601,"92 km NNW of Antofagasta, Chile",14.8,5.5
usp000fspg,1195199641920,-21.656,-173.836,"120 km ESE of ‘Ohonua, Tonga",35.0,5.1
usp000fspf,1195199540830,-5.49,151.679,"142 km SSW of Kokopo, Papua New Guinea",38.2,5.4
usp000fsnz,1195182780120,-2.312,-77.838,"30 km E of Macas, Ecuador",122.9,6.8
usp000fsnc,1195161469120,-19.283,-63.957,"36 km E of Padilla, Bolivia",29.3,5.1
usp000fsnb,1195161145590,-22.881,-70.66,"89 km NNW of Antofagasta, Chile",35.0,5.0
usp000fsn7,1195158630960,5.305,126.225,"85 km E of Sarangani, Philippines",59.0,5.3
usp000fsmx,1195147101240,-23.005,-174.996,"185 km S of ‘Ohonua, Tonga",37.1,5.8
usp000fsmj,1195139748580,-22.788,-70.195,"77 km S of Tocopilla, Chile",29.4,5.6
usp000fsmh,1195139577440,-23.14,-70.468,"57 km N of Antofagasta, Chile",32.7,5.2
usp000fsmf,1195139158350,-22.925,-70.237,"82 km NNE of Antofagasta, Chile",26.0,6.8
usp000fsme,1195138988750,-22.867,-70.407,"86 km N of Antofagasta, Chile",27.0,6.3
usp000fsmd,1195136413110,9.36,141.5,"116 km ESE of Fais, Micronesia",31.4,5.0
usp000fsm9,1195130556130,-56.313,-26.635,South Sandwich Islands region,71.1,5.0
usp000fsm6,1195125290190,-23.156,-70.717,"64 km NNW of Antofagasta, Chile",19.4,5.3
usp000fsm0,1195119089810,-23.31,-70.607,"43 km NNW of Antofagasta, Chile",35.0,5.0
usp000fskj,1195091194550,-23.218,-70.526,"49 km NNW of Antofagasta, Chile",9.8,5.0
usp000fsjx,1195067844750,-22.317,-69.842,"44 km SE of Tocopilla, Chile",48.8,5.0
usp000fsjw,1195066549260,-22.67,-70.292,"64 km S of Tocopilla, Chile",31.5,5.1
usp000fsju,1195066071130,-11.538,166.264,"103 km SSE of Lata, Solomon Islands",46.6,5.5
usp000fsjn,1195062808710,-23.172,-70.476,"53 km N of Antofagasta, Chile",25.8,5.0
usp000fsjk,1195062244300,-23.215,-70.526,"50 km NNW of Antofagasta, Chile",38.0,5.7
usp000fsjh,1195061741250,13.8,-90.748,"15 km SSW of Iztapa, Guatemala",57.0,5.2
usp000fsjd,1195060725500,-23.147,-70.008,"68 km NE of Antofagasta, Chile",46.0,5.1
usp000fsj6,1195056802830,-23.21,-70.129,"56 km NNE of Antofagasta, Chile",39.4,5.0
usp000fsj3,1195056290630,-22.227,-70.059,"20 km SE of Tocopilla, Chile",43.8,5.3
usp000fsj1,1195056182510,-23.064,-70.53,"66 km NNW of Antofagasta, Chile",24.8,5.2
usp000fshy,1195054850530,-22.247,-69.89,"36 km ESE of Tocopilla, Chile",40.0,7.7
usp000fsgw,1195014595710,1.485,127.038,"85 km NNW of Ternate, Indonesia",105.9,5.3
usp000fsg6,1194979719540,18.035,146.472,"Pagan region, Northern Mariana Islands",85.1,5.3
usp000fseu,1194905668180,-3.026,141.332,"37 km S of Vanimo, Papua New Guinea",44.9,5.0
usp000fse8,1194891140200,-14.41,167.291,"65 km SSW of Sola, Vanuatu",141.5,5.0
usp000fse3,1194880284430,10.386,145.823,south of the Mariana Islands,10.0,5.2
usp000fse1,1194878213800,15.952,145.871,"82 km N of Saipan, Northern Mariana Islands",143.2,5.0
usp000fsdf,1194855711080,36.241,71.226,Afghanistan-Tajikistan-Pakistan region,110.1,5.0
usp000fsd9,1194831396650,3.81,126.08,"189 km SSE of Sarangani, Philippines",30.7,5.1
usp000fsd7,1194827144010,10.449,145.746,south of the Mariana Islands,7.0,5.7
usp000fscc,1194803116150,-14.909,167.359,"34 km ENE of Port-Olry, Vanuatu",135.8,5.0
usp000fsbz,1194769328320,29.429,130.416,"89 km S of Yudomari, Japan",31.7,5.1
usp000fsbt,1194766655410,-21.55,175.342,south of the Fiji Islands,25.0,5.5
usp000fsb9,1194738162480,-0.552,99.473,"72 km W of Pariaman, Indonesia",35.0,5.5
usp000fsb8,1194736783320,-3.277,100.531,"165 km SW of Sungai Penuh, Indonesia",15.0,5.9
usp000fsb1,1194723384430,29.387,95.481,"143 km NE of Shi Yomi, India",24.3,5.0
usp000fsas,1194711084510,-11.547,166.279,"105 km SSE of Lata, Solomon Islands",45.0,5.7
usp000fsab,1194687811340,-4.437,101.308,"127 km WSW of Bengkulu, Indonesia",35.0,5.1
usp000fs9w,1194662626200,-8.565,107.854,"136 km SSW of Kawalu, Indonesia",34.2,5.3
usp000fs9s,1194657209350,-51.777,161.318,north of Macquarie Island,10.0,6.6
usp000fs9j,1194639907040,18.599,121.088,"1 km SSE of Claveria, Philippines",14.5,5.2
usp000fs8t,1194609690490,48.061,154.925,Kuril Islands,10.0,5.0
usp000fs8q,1194604750580,-22.933,172.194,southeast of the Loyalty Islands,35.0,5.2
usp000fs81,1194591247090,-6.514,104.56,"141 km W of Labuan, Indonesia",35.0,5.1
usp000fs7f,1194572584200,38.733,25.724,"25 km NNE of Psará, Greece",9.0,5.2
usp000fs7c,1194570674420,51.128,-179.121,"191 km WSW of Adak, Alaska",22.8,5.0
usp000fs6y,1194544700250,-3.638,145.276,"142 km ENE of Angoram, Papua New Guinea",45.2,5.0
usp000fs6m,1194531373910,2.624,126.975,"151 km NW of Tobelo, Indonesia",47.9,5.0
usp000fs6g,1194523155380,12.195,143.464,"176 km SW of Merizo Village, Guam",28.1,5.3
usp000fs63,1194507871050,-55.978,-27.931,South Sandwich Islands region,90.3,5.4
usp000fs52,1194474504590,-18.113,-175.089,"131 km WNW of Neiafu, Tonga",223.8,5.1
usp000fs4h,1194447976580,-24.185,-69.514,"107 km ESE of Antofagasta, Chile",74.5,5.0
usp000fs45,1194433447050,-3.645,100.722,"172 km W of Bengkulu, Indonesia",31.6,5.1
usp000fs41,1194426591500,-33.749,-179.395,south of the Kermadec Islands,48.9,5.0
usp000fs3t,1194419421970,22.15,92.388,"18 km ESE of B?ndarban, Bangladesh",28.7,5.5
usp000fs3f,1194408758690,9.721,124.647,"8 km ESE of Bacong, Philippines",71.6,5.3
usp000fs2f,1194359805690,-51.794,161.443,north of Macquarie Island,5.2,5.1
usp000fs2e,1194358243940,-0.996,120.718,"44 km N of Poso, Indonesia",35.0,5.2
usp000fs2d,1194357499530,-5.72,130.765,"220 km W of Tual, Indonesia",94.7,5.2
usp000fs2c,1194357209750,-15.599,167.634,"51 km E of Luganville, Vanuatu",151.1,5.0
usp000fs1z,1194341885780,21.181,70.724,"17 km S of V?s?vadar, India",10.0,5.1
usp000fs1r,1194330943390,17.108,-99.894,"5 km NNE of Platanillo, Mexico",29.9,5.4
usp000fs1e,1194315346730,38.155,73.264,Tajikistan-Xinjiang border region,131.3,5.5
usp000fs13,1194299894140,-3.737,101.092,"130 km W of Bengkulu, Indonesia",25.2,5.0
gcmtc200711052058a,1194296328000,-63.5,171.5,Balleny Islands region,10.0,5.2
usp000fs0n,1194271720000,1.94,126.439,"164 km NW of Ternate, Indonesia",35.0,5.4
usp000fs0f,1194254794440,-55.411,-125.598,southern East Pacific Rise,10.0,5.1
usp000frzt,1194217003880,-16.04,167.805,"42 km E of Lakatoro, Vanuatu",142.3,5.2
usp000frzm,1194208537320,-67.034,111.199,Antarctica,10.0,5.7
usp000fry0,1194139870110,-51.822,161.363,north of Macquarie Island,10.0,5.6
usp000frx7,1194113180890,-22.473,171.123,southeast of the Loyalty Islands,10.2,5.2
usp000frwz,1194103910230,-15.886,167.497,"22 km NNE of Norsup, Vanuatu",35.0,5.2
usp000frwv,1194097931410,-55.284,-29.439,South Sandwich Islands region,62.7,5.2
usp000frwg,1194086531280,44.431,147.198,"79 km NNE of Shikotan, Russia",85.5,5.0
usp000frwb,1194081545450,36.458,70.862,"45 km S of Jurm, Afghanistan",174.7,5.0
usp000frvd,1194046915520,-55.122,-128.849,Pacific-Antarctic Ridge,10.0,5.4
usp000frv8,1194044193970,-55.201,-128.943,Pacific-Antarctic Ridge,10.0,5.3
usp000frv7,1194042703880,-55.466,-128.966,Pacific-Antarctic Ridge,10.0,6.1
usp000frv4,1194041296760,-20.148,-175.839,"128 km NNW of Nuku‘alofa, Tonga",135.1,5.1
usp000frv1,1194038413380,-55.172,-129.214,Pacific-Antarctic Ridge,10.0,5.6
usp000frug,1194010244020,-15.593,-173.066,"87 km ENE of Hihifo, Tonga",10.0,5.8
usp000frub,1194007671440,-15.311,-172.774,"130 km ENE of Hihifo, Tonga",10.0,5.2
usp000frua,1194007210210,-15.376,-173.165,"93 km NE of Hihifo, Tonga",10.0,5.7
usp000frtw,1193992534050,-13.513,166.744,"96 km WNW of Sola, Vanuatu",82.0,5.1
usp000frt2,1193955552160,-6.54,154.719,"88 km WSW of Panguna, Papua New Guinea",35.0,5.4
usp000frsz,1193953537900,-6.594,154.764,"85 km WSW of Panguna, Papua New Guinea",35.0,5.6
usp000frrz,1193924004180,-50.115,-114.278,southern East Pacific Rise,10.0,5.0
usp000frqm,1193875517210,-4.985,153.658,"169 km ESE of Kokopo, Papua New Guinea",35.0,5.5
usp000frqg,1193870007540,-33.173,-178.277,south of the Kermadec Islands,42.3,5.0
usp000frqe,1193868407910,-33.053,-178.22,south of the Kermadec Islands,59.7,5.2
usp000frq3,1193856015430,-24.309,-179.949,south of the Fiji Islands,507.5,5.0
usp000frpz,1193846082660,-2.991,101.283,"104 km S of Sungai Penuh, Indonesia",48.0,5.3
usp000frpp,1193838259760,51.418,-178.38,"131 km WSW of Adak, Alaska",28.0,6.0
usp000frpj,1193829568350,13.741,120.816,"8 km WNW of Bagalangit, Philippines",146.4,5.3
usp000frpa,1193821584500,49.854,91.679,Western Mongolia,28.8,5.1
usp000frnh,1193801415960,18.9,145.388,"Pagan region, Northern Mariana Islands",207.0,7.2
nc40204628,1193799894810,37.4335,-121.7743333,"6 km NNE of East Foothills, California",9.741,5.45
usp000frkq,1193733166530,-22.313,170.565,"290 km ESE of Tadine, New Caledonia",33.6,5.3
usp000frkc,1193720277050,-15.391,-174.295,"82 km NW of Hihifo, Tonga",35.0,5.1
usp000frk4,1193712593650,-4.779,154.156,"214 km ESE of Kokopo, Papua New Guinea",371.3,5.2
usp000frhj,1193649794000,37.033,29.233,"27 km WSW of Gölhisar, Turkey",5.0,5.3
usp000frh9,1193636763800,-4.683,-106.215,central East Pacific Rise,10.0,5.1
usp000frgk,1193616957410,-31.452,-175.985,Kermadec Islands region,10.0,5.0
usp000frgd,1193611849500,-11.516,166.273,"101 km SSE of Lata, Solomon Islands",25.3,5.0
usp000frgb,1193608153440,-57.276,-143.493,Pacific-Antarctic Ridge,10.0,5.2
usp000frg2,1193595912570,-61.957,155.844,Balleny Islands region,10.0,5.1
usp000frdx,1193523345020,11.425,124.408,"6 km ENE of San Isidro, Philippines",99.0,5.0
usp000frdp,1193519386610,36.449,70.367,"47 km ESE of Farkh?r, Afghanistan",214.1,5.0
usp000frd4,1193510197040,-21.081,-178.959,Fiji region,615.6,5.4
usp000frd2,1193509304230,12.222,125.082,"14 km SSE of Las Navas, Philippines",66.4,5.1
usp000frcn,1193485692330,-51.596,161.005,north of Macquarie Island,10.0,5.1
usp000frcj,1193479840490,-14.852,167.286,"31 km NE of Port-Olry, Vanuatu",177.0,5.0
usp000frc7,1193471698880,-35.65,177.931,"239 km NE of Whitianga, New Zealand",5.7,5.3
usp000frbw,1193462979000,37.72,21.3,"6 km SSW of Kardamás, Greece",16.0,5.1
usp000frbb,1193447814640,-31.685,-69.03,"31 km WSW of Villa Basilio Nievas, Argentina",116.6,5.0
usp000fraf,1193416487990,-3.271,143.763,"34 km NNE of Wewak, Papua New Guinea",35.0,5.6
usp000frab,1193412210040,54.52,-161.71,"71 km SSE of King Cove, Alaska",43.2,5.5
usp000fr9x,1193398098980,-3.248,143.731,"35 km NNE of Wewak, Papua New Guinea",35.0,5.0
usp000fr9q,1193390224880,-2.847,139.574,"120 km WSW of Abepura, Indonesia",10.0,5.5
usp000fr9p,1193389841160,-2.877,139.596,"119 km WSW of Abepura, Indonesia",13.0,5.5
usp000fr9g,1193381406660,35.304,76.753,"41 km N of Thang, India",10.0,5.2
usp000fr9b,1193374398380,-4.169,100.625,"186 km WSW of Bengkulu, Indonesia",35.0,5.1
usp000fr8t,1193339461110,-2.909,139.497,"130 km WSW of Abepura, Indonesia",36.9,5.1
usp000fr8g,1193326357840,15.242,122.529,"60 km ENE of Karligan, Philippines",25.3,5.0
usp000fr8c,1193320204260,46.011,154.231,east of the Kuril Islands,20.0,6.1
usp000fr80,1193301317580,-20.602,-68.754,"151 km ESE of Iquique, Chile",100.0,5.6
usp000fr7m,1193289933550,-3.541,100.794,"165 km W of Bengkulu, Indonesia",29.7,5.5
usp000fr7d,1193283880770,-6.317,154.827,"72 km W of Panguna, Papua New Guinea",54.6,5.6
usp000fr6r,1193259770610,-3.899,101.02,"138 km W of Bengkulu, Indonesia",21.0,6.8
usp000fr6j,1193252319840,-2.174,139.15,"171 km WNW of Abepura, Indonesia",44.8,5.0
usp000fr66,1193244351740,-12.079,-75.285,"1 km S of Chupaca, Peru",105.9,5.0
usp000fr5p,1193218495940,-2.924,139.492,"131 km WSW of Abepura, Indonesia",39.4,5.1
usp000fr53,1193195790790,-44.338,-81.367,West Chile Rise,10.0,5.0
usp000fr4v,1193190189520,-15.078,-177.359,"117 km SE of Alo, Wallis and Futuna",352.4,5.2
usp000fr4h,1193171677290,5.71,119.316,"87 km NW of Sanga-Sanga, Philippines",48.8,5.2
usp000fr4g,1193171000280,10.378,145.861,south of the Mariana Islands,10.0,5.0
usp000fr4d,1193169407390,-1.996,99.896,"126 km SSW of Padang, Indonesia",30.0,5.8
usp000fr3m,1193121709950,-6.347,154.756,"Bougainville region, Papua New Guinea",83.3,5.3
usp000fr3k,1193120749450,1.84,97.047,"96 km WSW of Singkil, Indonesia",35.0,5.0
usp000fr3a,1193108581300,-1.63,-13.01,north of Ascension Island,12.0,5.0
usp000fr38,1193103418930,19.286,-108.749,Revilla Gigedo Islands region,10.0,5.0
usp000fr2w,1193084860400,-14.596,171.615,Vanuatu region,35.0,5.0
usp000fr2a,1193048642130,-15.081,167.377,"33 km E of Port-Olry, Vanuatu",138.6,5.0
usp000fr23,1193041098620,-2.859,141.368,"20 km SSE of Vanimo, Papua New Guinea",54.8,5.1
usp000fr22,1193041037250,-2.811,141.375,"16 km SSE of Vanimo, Papua New Guinea",44.4,5.0
usp000fr1y,1193033677100,-2.827,141.577,"34 km ESE of Vanimo, Papua New Guinea",35.0,5.0
usp000fr1x,1193033472440,-2.864,141.315,"19 km S of Vanimo, Papua New Guinea",49.7,5.4
usp000fr1q,1193027290070,-21.431,168.504,"65 km ENE of Tadine, New Caledonia",10.0,5.1
usp000fr0q,1192983935040,-3.592,100.859,"157 km W of Bengkulu, Indonesia",27.6,5.6
usp000fr0k,1192977091950,-3.223,100.613,"155 km SW of Sungai Penuh, Indonesia",23.4,5.0
usp000fr0h,1192976660090,-3.591,100.803,"164 km W of Bengkulu, Indonesia",35.0,5.5
usp000fr0a,1192970407220,-3.212,100.481,"163 km SW of Sungai Penuh, Indonesia",23.7,5.2
usp000fr09,1192970041310,-3.245,100.507,"164 km SW of Sungai Penuh, Indonesia",35.0,5.2
usp000fr01,1192962292060,-6.31,154.77,"79 km W of Panguna, Papua New Guinea",46.3,6.0
usp000fqz7,1192916409580,-16.516,-174.121,"71 km SSW of Hihifo, Tonga",91.8,5.0
usp000fqyy,1192910181300,-36.469,-73.006,"17 km NNW of Tomé, Chile",40.8,5.2
usp000fqyx,1192908334960,5.337,126.296,"92 km E of Sarangani, Philippines",59.1,5.3
usp000fqyd,1192879112180,-41.286,-89.569,southeast of Easter Island,10.0,5.2
usp000fqyb,1192878162560,-40.952,-89.598,West Chile Rise,10.0,5.3
usp000fqxs,1192857709940,4.51,140.957,Palau region,10.0,5.1
usp000fqxh,1192845350300,54.26,168.877,"Komandorskiye Ostrova, Russia region",10.0,5.1
usp000fqxg,1192845043820,54.307,168.919,"Komandorskiye Ostrova, Russia region",10.0,5.3
usp000fqw1,1192778394780,28.65,66.29,"17 km N of Surab, Pakistan",35.0,5.5
usp000fque,1192723994080,30.132,-42.594,northern Mid-Atlantic Ridge,10.0,5.7
usp000fqs7,1192632000470,23.501,121.714,"53 km SSE of Hualien City, Taiwan",51.9,5.0
usp000fqrw,1192618725100,26.72,128.539,"56 km ENE of Nago, Japan",44.2,5.4
usp000fqrb,1192589729930,2.975,96.455,"55 km N of Sinabang, Indonesia",40.1,5.0
usp000fqr4,1192583149340,-6.409,-107.307,central East Pacific Rise,10.0,5.5
usp000fqqn,1192568743270,-25.775,179.53,south of the Fiji Islands,509.3,6.6
usp000fqqk,1192566303860,14.389,-93.086,"80 km WSW of Puerto Madero, Mexico",28.9,5.1
usp000fqqf,1192560825460,-18.087,168.104,"44 km SSW of Port-Vila, Vanuatu",49.1,5.2
usp000fqq1,1192552727900,-44.7,167.24,"88 km NNW of Te Anau, New Zealand",7.0,5.0
usp000fqpr,1192541873020,-45.99,-76.367,"282 km W of Puerto Chacabuco, Chile",10.0,5.2
usp000fqpj,1192536264400,19.831,121.419,"89 km SW of Basco, Philippines",27.5,5.0
usp000fqpa,1192529882770,56.131,-162.144,"60 km WNW of Nelson Lagoon, Alaska",191.2,5.0
usp000fqp2,1192524105070,-33.033,-178.319,south of the Kermadec Islands,39.8,5.4
usp000fqmm,1192484352360,-46.128,-74.958,"181 km WSW of Puerto Chacabuco, Chile",42.7,5.1
usp000fqmj,1192483703680,-44.793,167.458,"72 km NNW of Te Anau, New Zealand",19.0,6.1
usp000fqkt,1192451738600,-44.81,167.5,"69 km NNW of Te Anau, New Zealand",5.0,5.1
usp000fqks,1192451374860,-44.796,167.553,"70 km N of Te Anau, New Zealand",18.0,6.8
usp000fqjg,1192387592330,-22.844,69.432,Mid-Indian Ridge,10.0,5.0
usp000fqhq,1192359779220,0.762,98.751,"Nias region, Indonesia",75.4,5.0
usp000fqh8,1192346917320,-21.188,169.308,"153 km ENE of Tadine, New Caledonia",35.0,5.0
usp000fqgt,1192333711740,-21.16,169.296,"152 km ENE of Tadine, New Caledonia",10.0,5.2
usp000fqfm,1192297553180,-21.23,169.195,"140 km ENE of Tadine, New Caledonia",37.0,6.1
ak007d58q0m0,1192288520241,61.831,-151.7471,"25 km SW of Skwentna, Alaska",96.1,5.2
usp000fqf4,1192281361590,-2.769,140.239,"47 km WSW of Abepura, Indonesia",35.0,5.0
usp000fqek,1192247902920,4.922,-82.565,south of Panama,10.0,5.5
usp000fqec,1192242163400,-54.371,159.027,Macquarie Island region,26.0,5.4
usp000fqe5,1192237631750,1.371,126.039,"119 km E of Laikit, Laikit II (Dimembe), Indonesia",47.1,5.1
usp000fqd3,1192200189640,-33.209,-178.224,south of the Kermadec Islands,35.0,5.3
usp000fqcs,1192188813570,-5.694,146.072,"61 km SSE of Madang, Papua New Guinea",58.5,5.0
usp000fqbq,1192149089100,-3.285,100.509,"167 km SW of Sungai Penuh, Indonesia",15.0,5.7
usp000fqbf,1192135115320,-3.9,100.978,"143 km W of Bengkulu, Indonesia",35.0,5.4
usp000fqb5,1192119905850,-49.052,164.31,"Auckland Islands, New Zealand region",10.0,5.6
usp000fqb3,1192119417990,13.93,-91.844,"40 km S of Champerico, Guatemala",14.2,5.2
usp000fqap,1192097952100,-36.59,177.1,"121 km ENE of Tairua, New Zealand",12.0,5.1
usp000fqa6,1192080715780,-18.495,169.0,"111 km SE of Port-Vila, Vanuatu",219.5,5.4
usp000fq9n,1192057901880,-21.236,170.26,"213 km SSE of Isangel, Vanuatu",10.0,5.4
